name,rating,review_count,price_level,lat,lng
Jigree Bro Cafe and Restro,4.3,55,2,27.6865,85.3342
Cafe Haven 96,4.1,22,2,27.6868,85.3346
Sweet Lips Cafe,3.9,45,2,27.6861,85.3342
Resunga Family Bhojanalaya,4.0,110,1,27.6859,85.3348
Hira Palace Restaurant,4.1,34,2,27.6845,85.3332
Almazan Kitchen,4.4,18,2,27.6842,85.3329
Chilgadi Restaurant,4.2,65,2,27.6855,85.3345
The Hunger's Point,4.0,27,2,27.6836,85.3326
6 to 9 Cafe & Restaurant,4.1,12,2,27.6832,85.3323
A-One Cafe and Banquet,4.2,185,2,27.6869,85.3331
Minus Plus Restaurant,4.0,32,2,27.6865,85.3335
Vikingz Kathmandu,4.3,110,3,27.6858,85.3349
Aaha Newa Spice,4.4,45,1,27.6852,85.3342
Dining House & Restaurant,4.1,92,2,27.6861,85.3349
Reyansh Restaura & Cafe,4.2,24,2,27.6865,85.3351
Aalu Station Cafe & Restaurant,4.5,130,1,27.6855,85.3348
Pewa Corn Dog and Bubble Tea,4.3,52,2,27.6922,85.3340
Miteri Marg Khaja Ghar,3.9,18,1,27.6888,85.3365
Caffeine and Cocktail Restro,4.2,33,3,27.6891,85.3358
Himalayan Soba Restaurant,4.5,75,2,27.6869,85.3331
Aamako Bhansa Ghar,4.4,150,1,27.6875,85.3339
Pizza Spot Sankhamul,4.0,88,2,27.6865,85.3345
Bake and Beans Kathmandu Coffee,4.3,62,2,27.6852,85.3342
Ffc - Family Food Cafe,4.1,42,1,27.6859,85.3348
Alex Toast & Taste,4.4,24,2,27.6851,85.3339
Byanjan Restaurant,4.1,56,2,27.6868,85.3346
Maak Ara Biryani,4.3,115,2,27.6861,85.3349
Hungry Bhansa,4.0,19,2,27.6858,85.3345
Vertigo BBQ Rooftop,4.5,95,3,27.6865,85.3345
Shawarma King Sankhamul,4.2,48,2,27.6852,85.3342
Krystal Food Cafe,4.1,15,2,27.6858,85.3349
Jana Ekata Khaja Ghar,4.0,11,1,27.6859,85.3348
D3 Restaurant & Lounge,4.2,85,3,27.6925,85.3355
Angan New Baneshwor (Sweets & Snacks),4.3,1850,2,27.6918,85.3341
Pink Putali Restaurant & Bar,4.2,85,3,27.6925,85.3362
Hunger Hub Restaurant and Bar,4.1,120,2,27.6931,85.3355
Mero Restaurant (Buddhanagar),4.0,45,2,27.6872,85.3365
Lost Paradise Cafe,4.4,32,2,27.6848,85.3342
Suraj Newari Khaja Ghar,4.3,68,1,27.6859,85.3351
Forever Food Sinamangal/Baneshwor Edge,4.1,24,2,27.6955,85.3385
Pasa Fast Food,4.0,110,1,27.6928,85.3352
Naanya's Kitchen,4.5,56,2,27.6915,85.3348
Lakshita Fast Food & Chiya Junction,4.2,19,1,27.6932,85.3358
Rajdhani Food Hub,4.1,88,2,27.6922,85.3340
Meta Mo:Mo and Stick Food,4.4,145,1,27.6918,85.3335
New Unique Fast Food,3.9,34,2,27.6925,85.3350
Samosa House (Baneshwor),4.5,310,1,27.6919,85.3332
Ajima Newa Kitchen,4.3,92,2,27.6938,85.3325
Sudurpaschim Fast Food,4.1,55,1,27.6912,85.3338
Jaffna Sri Lanka Street Food,4.4,78,2,27.6910,85.3331
Kalinchowk Khaja Ghar,4.0,42,1,27.6908,85.3355
Wonderland Restaurant,4.2,110,3,27.6965,85.3412
Biryani Adda (Mid Baneshwor),4.3,215,2,27.6962,85.3408
The Thakali Food Cafe,4.2,185,2,27.6925,85.3355
Punchet's Kitchen and Cafe,4.4,28,2,27.6931,85.3328
Hot Live Bakery (New Baneshwor),4.3,95,2,27.6918,85.3345
Lama Momo Fast Food,4.5,320,1,27.6915,85.3342
Dil Mo:Mo and Khaja Ghar,4.1,52,1,27.6912,85.3339
Yopo Sekuwa (Ward 10),4.2,120,2,27.6968,85.3415
Catmandu Foodland Restaurant,4.1,650,3,27.6928,85.3375
Crossway Restaurant (Mid Baneshwor),4.0,145,3,27.6965,85.3412
The Gaga Restaurant,4.2,56,3,27.6915,85.3348
Tha Chhen Restaurant (Baneshwor),4.5,88,3,27.6918,85.3321
Dalo Restaurant,4.1,42,2,27.6868,85.3346
Sisha Cafe with Fast Food,3.9,210,2,27.6915,85.3335
Bajeko Chiya Ghar and Bakery,4.3,185,1,27.6885,85.3362
C Cube Cafe,4.1,24,2,27.6865,85.3342
QFC Quickie Food Court,4.2,310,2,27.6852,85.3342
Aarambha Restaurant and Bar,4.0,55,3,27.6848,85.3335
The Feast Restro and Lounge,4.2,45,3,27.6842,85.3332
Bhattarai Veg Mo:Mo & Parautha Ghar,4.6,92,1,27.6861,85.3349
Sabina Cafe Buddhanagar,4.1,14,2,27.6865,85.3351
Smart Panipuri and Chiya Adda,4.5,115,1,27.6855,85.3348
Your Dietitian Kathmandu (Health Cafe),4.8,24,2,27.6861,85.3349
Nirmala Restaurant,3.9,12,2,27.6858,85.3345
Moonlit Morning Cafe,4.4,18,2,27.6865,85.3345
IT Tea / Bit Tea,4.3,55,1,27.6918,85.3341
Gazzab ko Panipuri,4.6,85,1,27.6912,85.3338
Parpala Bistro & Cafe,4.4,42,2,27.6925,85.3355
Green Cafe New Baneshwor,4.1,28,2,27.6931,85.3355
Bhetghat Restaurant,4.0,110,2,27.6869,85.3331
Kanchhi Didi ko Chiya Pasal,4.7,150,1,27.6859,85.3351
The Warehouse,4.2,215,3,27.6915,85.3335
Himalayan Java Coffee (Baber Mahal Revisited),4.5,850,3,27.6905,85.3285
The Entrance Cafe (Baber Mahal),4.4,1200,3,27.6912,85.3292
Coffee Station (Thapathali),4.3,210,2,27.6935,85.3215
Himalayan Java Bluebird (Thapathali),4.2,450,3,27.6938,85.3225
RedMud Coffee (Thapathali),4.3,320,2,27.6942,85.3218
Bodhi Books and Bakes (Tangal/Ward 11 Edge),4.6,580,2,27.7125,85.3312
Palpasa Cafe (Thapathali),4.1,145,2,27.6948,85.3221
Goethe-Zentrum Cafe (Thapathali),4.4,85,2,27.6931,85.3228
Rishi Bakery and Coffee Shop,4.0,52,2,27.6955,85.3212
The British Cafe (Thapathali),4.2,65,2,27.6935,85.3225
Bold Brew Coffee (Baber Mahal),4.5,28,2,27.6908,85.3282
Coffee Saalaa (Baber Mahal),4.3,110,2,27.6915,85.3288
Rock Beans Coffee (Thapathali),4.1,95,2,27.6942,85.3220
Latte ma Coffee (Tripureshwor),4.2,34,2,27.6925,85.3155
Sky Durbar Cafe (Tripureshwor),4.0,120,2,27.6918,85.3162
Happy Roots - Your Local Cafe,4.3,56,2,27.6945,85.3225
Chamomile Cafe (Tripureshwor),4.2,19,2,27.6912,85.3158
Black Eyes Cafe (Thapathali),4.1,24,2,27.6938,85.3218
Best Brew (Baber Mahal),4.4,15,2,27.6910,85.3290
Himalayan Coffee Beans (Tripureshwor),4.2,88,2,27.6922,85.3165
Cafe Corridor (Baber Mahal),4.1,32,2,27.6905,85.3281
PBS Cafe (Tripureshwor),4.0,45,2,27.6915,85.3152
Orange Cafe (Thapathali),3.9,27,2,27.6935,85.3222
Jalpa Coffee Club (Thapathali),4.5,130,2,27.6941,85.3215
Creative Cafe (Tripureshwor),4.2,18,2,27.6918,85.3168
The Mellow Mug (Thapathali),4.4,33,2,27.6939,85.3219
Recipe Cafe (Tripureshwor),4.1,52,2,27.6925,85.3158
United Coffee Club (Baber Mahal),4.0,22,2,27.6912,85.3285
Aroma Coffee & Bakery (Thapathali),4.2,64,2,27.6935,85.3225
D3 Coffee Bar (Thapathali),4.1,110,2,27.6942,85.3215
Beans and Beyond (Tripureshwor),4.3,42,2,27.6928,85.3165
Indreni Coffee Shop (Baber Mahal),4.0,150,2,27.6915,85.3288
Bold Brew Babar Mahal,4.5,31,2,27.6908,85.3282
Fulbari Coffee Shop (Thapathali),4.1,55,2,27.6935,85.3218
MountainMug Coffee (Tripureshwor),4.2,28,2,27.6922,85.3155
Lavazza Coffee Shop (Bluebird),4.4,215,3,27.6938,85.3225
Moktan Coffee Shop (Thapathali),3.9,14,2,27.6932,85.3220
Resunga Coffee Shop (Tripureshwor),4.0,38,1,27.6915,85.3162
Shrijal Coffee & Bakery,4.2,24,2,27.6935,85.3218
Cafe Pluto (Thapathali),4.1,52,2,27.6942,85.3225
A.B.C Cafe (Tripureshwor),4.0,15,2,27.6918,85.3158
Sister's Cafe (Thapathali),4.2,31,2,27.6938,85.3221
Bliss Cafe (Baber Mahal),4.3,19,2,27.6915,85.3285
Starlight Cafe (Thapathali),4.1,12,2,27.6935,85.3218
Madan Cafe (Tripureshwor),4.0,22,1,27.6912,85.3155
17 Beans Cafe (Thapathali),4.4,45,2,27.6939,85.3219
Coffee Tea & Me (Tripureshwor),4.2,28,2,27.6925,85.3152
Muds Cafe (Thapathali),4.1,14,2,27.6935,85.3225
Chiyawala (Tripureshwor Branch),4.5,310,1,27.6918,85.3165
Sathi Ko Cafe (Thapathali),4.2,55,2,27.6932,85.3221
Happy Tummy Cafe (Tripureshwor),4.1,34,2,27.6922,85.3158
Tea N Tea (Baber Mahal),4.3,65,2,27.6910,85.3285
The Brew Room (Thapathali),4.4,18,2,27.6941,85.3218
Morning Dew Cafe (Tripureshwor),4.2,27,2,27.6915,85.3162
Elite Coffee Hub (Thapathali),4.1,12,2,27.6938,85.3225
Bluebird Cafe & Patisserie,4.3,185,2,27.6938,85.3225
The Daily Grind (Thapathali),4.2,56,2,27.6935,85.3218
Baber Mahal Coffee House,4.4,88,3,27.6908,85.3282
Thapathali Baker's Cafe,4.1,42,2,27.6932,85.3220
Station 11 Coffee,4.3,31,2,27.6945,85.3215
A-Cafe Teku,4.2,285,2,27.6935,85.3055
Coffee Station (Teku Branch),4.3,92,2,27.6941,85.3048
Himalayan Java Coffee (Teku),4.4,150,3,27.6938,85.3032
Rishi Bakery & Coffee Shop,4.1,56,2,27.6925,85.3042
The Kwality Fast Food Cafe,4.0,38,2,27.6918,85.3025
Tejaswi Cafe,4.3,12,2,27.6932,85.3038
Hamro Cafe (Teku),4.1,24,2,27.6928,85.3045
Orange Bakery Cafe,4.0,19,2,27.6945,85.3052
Frens Cafe,4.2,31,2,27.6939,85.3041
Adhiran Cafe,4.1,14,2,27.6935,85.3035
Western Chiya Pasal,4.5,88,1,27.6922,85.3021
Pachali Coffee Hub,4.2,22,2,27.6895,85.3015
Bhotebahal Tea Center,4.4,45,1,27.6985,85.3088
Lekhnath Coffee Corner,3.9,12,2,27.6938,85.3042
Caffeine Adda Teku,4.3,28,2,27.6932,85.3035
Newa Coffee House (Hyumat),4.2,33,1,27.7012,85.3022
Smart Food & Snacks Cafe,4.0,15,2,27.6925,85.3048
Teku Business Park Cafe,4.1,42,2,27.6948,85.3065
Bakes and Beans Teku,4.3,21,2,27.6939,85.3045
Chiya Sathi (Teku),4.6,52,1,27.6935,85.3058
Morning Bell Cafe,4.1,18,2,27.6928,85.3032
Daily Grind Teku,4.2,27,2,27.6938,85.3041
Pachali Bhairav Tea Stall,4.7,110,1,27.6888,85.3012
City Coffee & Bakery,4.0,31,2,27.6942,85.3055
Hyumat Galli Chiya Pasal,4.4,24,1,27.7015,85.3025
The Bean Counter Teku,4.3,19,2,27.6931,85.3039
Shree Coffee Hub,4.1,12,2,27.6935,85.3048
Niva Bakery & Cafe,4.2,55,2,27.6982,85.3082
Bhotebahal Corner Coffee,4.0,22,2,27.6988,85.3091
Brew Master Teku,4.3,14,2,27.6941,85.3052
Guna Kamdev Marg Tea Point,4.2,31,1,27.6932,85.3035
Alpine Coffee & Bakery,4.1,28,2,27.6938,85.3045
Teku Chowk Chiya Junction,4.5,120,1,27.6945,85.3055
Everest Bakery Teku,4.0,42,2,27.6928,85.3041
Hyumat Riverside Cafe,3.8,15,2,27.7022,85.3015
The Coffee Break Bhotebahal,4.2,18,2,27.6985,85.3085
Milan Marg Coffee Shop,4.1,12,2,27.6948,85.3061
Pachali Ghat Tea Shop,4.6,65,1,27.6892,85.3018
Aroma Tea & Coffee Teku,4.3,24,2,27.6935,85.3052
Creative Coffee House,4.0,11,2,27.6932,85.3045
Fresh Bake & Cafe Teku,4.2,33,2,27.6925,85.3038
Mero Cafe (Teku),4.1,19,2,27.6938,85.3042
Bhotebahal Morning Tea,4.4,27,1,27.6982,85.3088
Sunrise Coffee Teku,4.0,14,2,27.6941,85.3055
Chiya Pasal (Near Nepal Oil Corp),4.5,88,1,27.6935,85.3048
Teku Hospital Cafe,3.7,56,1,27.6922,85.3045
The Bakery Shop Bhotebahal,4.1,22,2,27.6985,85.3082
Galli Coffee Teku,4.2,15,2,27.6932,85.3039
Heritage Tea House Hyumat,4.3,31,2,27.7018,85.3028
Coffee Time Pachali,4.1,18,2,27.6895,85.3012
Bhotebahal Junction Bakery,4.0,24,2,27.6988,85.3095
Tea Break Teku,4.3,12,1,27.6942,85.3052
Local Chiya Adda Hyumat,4.6,45,1,27.7012,85.3022
B.B. Coffee & Snacks,4.1,19,2,27.6938,85.3045
Teku Tara Cafe,4.2,22,2,27.6935,85.3041
Pachali Morning Coffee,4.4,14,2,27.6898,85.3015
Bhotebahal Street Cafe,3.9,28,1,27.6985,85.3081
Teku Bridge Tea Stall,4.5,65,1,27.6945,85.3062
Nature's Coffee Teku,4.1,15,2,27.6932,85.3048
Hyumat Square Tea Point,4.3,18,1,27.7015,85.3025
The Grind Bhotebahal,4.0,11,2,27.6982,85.3085
Teku South Cafe,4.2,14,2,27.6928,85.3035
Bhotebahal Old Tea House,4.7,52,1,27.6988,85.3092
Pachali Park Cafe,4.1,27,2,27.6895,85.3018
Teku Central Coffee,4.3,19,2,27.6938,85.3042
Bhotebahal Gate Bakery,4.2,12,2,27.6985,85.3088
Riverside Tea Point Teku,4.4,33,1,27.6941,85.3055
Teku Gate Coffee Shop,4.1,15,2,27.6935,85.3045
Mero Chiya Pasal Teku,4.5,24,1,27.6932,85.3038
Hyumat Heritage Tea,4.3,18,1,27.7018,85.3022
Café Rupa (Kalimati Trade Centre),4.5,215,2,27.6977,85.2966
Cake Shop Traditional Taj Bakery,4.9,85,2,27.6913,85.2985
Traditional Bakery Jesan's Cake Shop,4.9,42,2,27.6870,85.2979
Juju Chiya (Kalimati),4.7,110,1,27.6985,85.2977
Souvenir's Gallery Cafe,4.2,65,2,27.6969,85.2910
Taste N Tune Cafe,4.4,34,2,27.6977,85.2991
Kuleshwor Coffee Hub,4.1,28,2,27.6925,85.2982
Balkhu Junction Cafe,4.0,52,2,27.6845,85.2915
Baker's Den (Kalimati),4.3,120,2,27.6982,85.2972
Coffee Time Kuleshwor,4.2,19,2,27.6915,85.2988
Newa Coffee House (Balkhu Edge),4.1,24,2,27.6835,85.2905
Mero Chiya Adda (Kalimati),4.5,88,1,27.6975,85.2965
Kuleshwor Heights Cafe,4.0,15,2,27.6932,85.2995
Sweet & Salt Bakery Balkhu,4.2,33,2,27.6841,85.2912
Kalimati Morning Tea Stall,4.6,45,1,27.6988,85.2975
The Bean Bag Cafe,4.3,21,2,27.6918,85.2979
Kuleshwor Bakery Plaza,4.1,56,2,27.6922,85.2985
Balkhu Garden Cafe,3.9,27,2,27.6838,85.2918
Kalimati Chowk Chiya Point,4.4,115,1,27.6981,85.2970
Kuleshwor Coffee Lounge,4.2,12,2,27.6928,85.2991
Balkhu Tea Corner,4.3,18,1,27.6845,85.2915
Fresh Bake Kuleshwor,4.1,31,2,27.6912,85.2982
Daily Grind Kalimati,4.2,22,2,27.6979,85.2968
Kuleshwor Sathi Cafe,4.3,14,2,27.6925,85.2988
Balkhu Bridge Tea House,4.5,52,1,27.6832,85.2908
Mero Bakery (Kalimati),4.0,24,2,27.6985,85.2975
Kuleshwor Metro Cafe,4.1,19,2,27.6935,85.2998
Balkhu Riverside Tea,4.2,15,1,27.6835,85.2912
Chiya Sathi (Kuleshwor),4.6,38,1,27.6918,85.2975
Kalimati Central Coffee,4.3,28,2,27.6982,85.2972
Kuleshwor Corner Bakery,4.1,12,2,27.6922,85.2981
Balkhu Junction Coffee,4.0,11,2,27.6842,85.2915
Smart Food & Cafe (Kalimati),4.2,33,2,27.6975,85.2968
Kuleshwor View Cafe,4.1,18,2,27.6938,85.3001
Balkhu Local Tea Point,4.4,27,1,27.6839,85.2911
Alpine Coffee & Bakery (Kuleshwor),4.1,14,2,27.6925,85.2985
Kalimati Trade Cafe,4.2,55,2,27.6977,85.2966
Kuleshwor Morning Coffee,4.3,12,2,27.6915,85.2988
Balkhu Crossing Tea Stall,4.5,65,1,27.6845,85.2918
Tea & Snacks Hub (Kalimati),4.0,22,2,27.6985,85.2971
Kuleshwor Junction Cafe,4.2,15,2,27.6928,85.2982
Balkhu Old Tea House,4.7,31,1,27.6832,85.2905
Caffeine Adda (Kuleshwor),4.3,19,2,27.6932,85.2995
Kalimati Morning Coffee,4.4,14,2,27.6981,85.2970
Kuleshwor Square Tea Point,4.3,18,1,27.6925,85.2988
Balkhu South Cafe,4.1,11,2,27.6838,85.2915
The Grind (Kalimati),4.0,28,2,27.6979,85.2968
Kuleshwor Tara Cafe,4.2,12,2,27.6935,85.2991
Balkhu Heritage Tea,4.3,15,1,27.6841,85.2912
Riverside Tea Point (Kuleshwor),4.4,52,1,27.6912,85.2975
Kalimati Gate Coffee Shop,4.1,19,2,27.6985,85.2975
Kuleshwor Central Bakery,4.2,27,2,27.6922,85.2985
Balkhu Park Cafe,4.1,14,2,27.6845,85.2918
Tea Break (Kalimati),4.3,12,1,27.6975,85.2965
Kuleshwor Coffee Corner,4.1,18,2,27.6932,85.2995
Balkhu Gate Bakery,4.2,24,2,27.6835,85.2908
Mero Chiya Pasal (Kuleshwor),4.5,33,1,27.6915,85.2979
Kalimati Heritage Tea House,4.3,12,1,27.6981,85.2970
Kuleshwor Old Tea House,4.7,21,1,27.6928,85.2991
Balkhu Morning Coffee Hub,4.4,11,2,27.6841,85.2912
KaidaKo Coffee House,4.7,110,2,27.6720,85.3467
Himalayan Java Coffee (Kuleshwor/Balkhu Edge),4.3,150,3,27.6944,85.2987
SM BAKERY CAFE & GAMING,4.7,35,2,27.6800,85.3432
Hot Live Bakery Koteshwor,4.5,85,2,27.6871,85.3427
Hotel A One Cafe & Venue,4.1,210,2,27.6791,85.3484
Roadside Cafe (Balkhu/Ward 14),4.0,120,2,27.6902,85.2971
Caffeophilia (Balkhu-Gyaneshwor Link),4.8,95,2,27.7097,85.3327
Himalayan Coffee Hub,4.8,42,2,27.7240,85.2996
T-Ghar (Koteshwor Branch),4.2,65,1,27.6775,85.3481
Coffee Station (Koteshwor),4.3,55,2,27.6785,85.3475
Orange Bakery & Cafe (Balkhu),4.0,34,2,27.6915,85.2988
Koteshwor Morning Coffee,4.4,28,2,27.6795,85.3482
Daily Grind Koteshwor,4.2,19,2,27.6788,85.3478
Balkhu Junction Cafe,4.1,45,2,27.6845,85.2915
Chiya Sathi (Koteshwor),4.6,88,1,27.6772,85.3465
Smart Food & Cafe (Balkhu),4.2,31,2,27.6925,85.2992
Elite Coffee Hub Koteshwor,4.1,12,2,27.6802,85.3485
Alpine Coffee & Bakery,4.3,24,2,27.6815,85.3472
Matka Chiya Koteshwor,4.5,115,1,27.6782,85.3468
Koteshwor Central Bakery,4.2,52,2,27.6791,85.3480
Morning Bell Cafe (Balkhu),4.1,18,2,27.6912,85.2985
Station 14 Coffee,4.3,22,2,27.6785,85.3475
Balkhu Riverside Tea,4.4,45,1,27.6835,85.2912
Fresh Bake Koteshwor,4.1,33,2,27.6798,85.3488
Koteshwor Square Tea Point,4.3,14,1,27.6778,85.3462
Heritage Tea House Balkhu,4.2,27,2,27.6918,85.2995
The Bean Bag Cafe,4.4,21,2,27.6805,85.3482
Balkhu South Coffee,4.0,15,2,27.6842,85.2918
Koteshwor Gate Bakery,4.1,42,2,27.6775,85.3475
Local Chiya Adda Koteshwor,4.6,56,1,27.6788,85.3472
Caffeine Adda (Balkhu),4.3,19,2,27.6922,85.2988
Riverside Tea Point Koteshwor,4.5,31,1,27.6765,85.3458
Koteshwor View Cafe,4.1,12,2,27.6812,85.3491
Pachali Morning Coffee Hub,4.2,18,2,27.6885,85.3015
Balkhu Old Tea House,4.7,52,1,27.6832,85.2905
Mero Bakery (Koteshwor),4.0,28,2,27.6795,85.3485
Tea Break Koteshwor,4.3,22,1,27.6782,85.3465
Balkhu Park Cafe,4.1,14,2,27.6848,85.2922
Koteshwor Crossing Tea Stall,4.5,65,1,27.6778,85.3468
Alpine Bakery (Balkhu Edge),4.0,38,2,27.6915,85.2982
Nature's Coffee Koteshwor,4.3,15,2,27.6805,85.3488
Koteshwor Tara Cafe,4.2,19,2,27.6792,85.3475
Balkhu Morning Coffee,4.4,27,2,27.6918,85.2998
Tea & Snacks Hub Koteshwor,4.0,11,2,27.6788,85.3472
Koteshwor Corner Bakery,4.1,24,2,27.6785,85.3480
Balkhu Junction Coffee,4.0,31,2,27.6845,85.2915
Mero Chiya Pasal (Balkhu),4.5,45,1,27.6912,85.2985
Koteshwor Heritage Tea,4.3,18,1,27.6775,85.3462
A One Tea Shop Koteshwor,4.4,33,1,27.6791,85.3484
Balkhu Gateway Coffee,4.1,15,2,27.6925,85.2995
Koteshwor Street Cafe,3.9,22,1,27.6785,85.3478
Balkhu Bridge Tea Stall,4.5,52,1,27.6832,85.2908
The Grind (Koteshwor),4.0,14,2,27.6795,85.3482
Koteshwor Central Coffee,4.3,19,2,27.6788,85.3475
Balkhu Metro Cafe,4.1,12,2,27.6915,85.2991
Koteshwor Old Tea House,4.7,31,1,27.6772,85.3465
Balkhu Heritage Tea House,4.3,15,1,27.6918,85.2995
Koteshwor Junction Cafe,4.2,18,2,27.6798,85.3485
Balkhu Southern Coffee,4.1,11,2,27.6842,85.2918
Koteshwor Morning Dew Cafe,4.4,24,2,27.6802,85.3488
The Himalayan Java Coffee (Swayambhu),4.5,1200,3,27.7145,85.2912
Nirvana Garden Cafe (Swayambhu),4.4,310,2,27.7152,85.2905
Cafe de Swayambhu,4.2,450,2,27.7148,85.2918
Swayambhu View Cafe,4.1,215,2,27.7155,85.2922
White Tara Cafe,4.6,85,2,27.7162,85.2898
Peaceful Coffee & Bakery (Dallu),4.3,64,2,27.7125,85.2955
Dallu Coffee Hub,4.2,52,2,27.7118,85.2962
Banasthali Coffee Hub,4.1,38,2,27.7245,85.2985
Himalayan Coffee Hub (Banasthali),4.8,42,2,27.7240,85.2996
The Garden Cafe (Swayambhu),4.3,120,2,27.7150,85.2915
Lotus Coffee & Bakery,4.5,92,2,27.7142,85.2928
Dallu Junction Cafe,4.0,24,2,27.7105,85.2975
Monkey Temple Coffee Shop,4.2,310,2,27.7158,85.2902
Siddhartha Coffee Shop (Banasthali),4.0,55,2,27.7238,85.2991
Bijeshwori Tea Point,4.4,18,1,27.7168,85.2985
Stupa View Bakery,4.1,88,2,27.7152,85.2932
Karma Coffee (Swayambhu Edge),4.7,110,2,27.7141,85.2885
Dallu Awas Coffee Corner,4.2,15,2,27.7121,85.2958
Banasthali Gate Cafe,4.1,33,2,27.7242,85.2988
Dhungu's Coffee & Bakery,4.4,27,2,27.7135,85.2942
Heritage Tea House Swayambhu,4.3,42,2,27.7155,85.2908
Mero Chiya Adda (Dallu),4.6,65,1,27.7112,85.2965
Alpine Coffee & Bakery (Banasthali),4.1,19,2,27.7235,85.2995
Swayambhu Morning Tea Stall,4.7,115,1,27.7160,85.2925
Zen Coffee Shop,4.4,34,2,27.7145,85.2895
Dallu Riverside Tea,4.3,12,1,27.7108,85.2972
Station 15 Coffee,4.2,28,2,27.7148,85.2912
Banasthali View Bakery,4.0,21,2,27.7248,85.2982
Chiya Sathi (Swayambhu),4.5,52,1,27.7152,85.2918
The Bean Box Dallu,4.2,14,2,27.7125,85.2952
Smart Food & Cafe (Banasthali),4.1,31,2,27.7232,85.2998
Local Chiya Point Bijeshwori,4.6,88,1,27.7172,85.2982
Morning Bell Cafe (Swayambhu),4.3,19,2,27.7142,85.2905
Dallu Central Coffee,4.1,12,2,27.7128,85.2968
Banasthali Junction Tea,4.4,24,1,27.7245,85.2992
Swayambhu Heritage Tea,4.2,56,1,27.7158,85.2915
Alpine Bakery (Dallu),4.0,33,2,27.7115,85.2955
The Grind Swayambhu,4.3,27,2,27.7150,85.2922
Banasthali South Coffee,4.1,15,2,27.7238,85.2995
Matka Chiya (Swayambhu Entrance),4.7,145,1,27.7162,85.2918
Nature's Coffee Dallu,4.2,18,2,27.7122,85.2965
Swayambhu Square Tea Point,4.4,31,1,27.7155,85.2928
Banasthali Morning Dew Cafe,4.1,12,2,27.7242,85.2988
Tea & Snacks Hub Bijeshwori,4.0,22,2,27.7165,85.2981
Kailash Coffee Shop (Swayambhu),4.5,95,2,27.7148,85.2892
Dallu Old Tea House,4.6,52,1,27.7118,85.2958
Banasthali Heritage Tea,4.3,14,1,27.7248,85.2995
Swayambhu Bridge Tea Stall,4.4,65,1,27.7138,85.2945
The Bakery Shop Banasthali,4.1,28,2,27.7235,85.2985
Coffee Time Dallu,4.2,15,2,27.7125,85.2962
Bhotebahal Tea (Swayambhu Branch),4.5,42,1,27.7152,85.2912
Bijeshwori Gate Bakery,4.2,11,2,27.7175,85.2988
Mero Bakery (Swayambhu),4.0,24,2,27.7145,85.2925
Tea Break Dallu,4.3,18,1,27.7122,85.2955
Swayambhu Park Cafe,4.1,33,2,27.7165,85.2912
Fresh Bake Bijeshwori,4.2,14,2,27.7168,85.2985
Banasthali Gateway Coffee,4.0,19,2,27.7242,85.2992
Swayambhu Local Tea Point,4.6,56,1,27.7152,85.2908
Dallu Heights Cafe,4.1,12,2,27.7132,85.2968
Caffeine Adda (Swayambhu),4.3,27,2,27.7148,85.2915
The Himalayan Java Coffee (Balaju),4.4,450,3,27.7315,85.3012
RedMud Coffee (Nayabazar),4.3,210,2,27.7215,85.3055
Hot Live Bakery (Balaju Chowk),4.5,320,2,27.7322,85.3008
Caffeophilia (Nayabazar),4.7,115,2,27.7222,85.3061
Coffee Station (Sorhakhutte),4.3,85,2,27.7165,85.3082
The Bakery Cafe (Balaju),4.1,1200,2,27.7308,85.3015
Swiss Bakery Balaju,4.2,185,2,27.7312,85.3025
Machhapokhari Coffee Hub,4.0,52,2,27.7355,85.2985
Bake n Cakes (Nayabazar),4.4,92,2,27.7208,85.3048
Mount Mary Bakery (Sorhakhutte),4.3,145,2,27.7172,85.3088
Balaju Heights Cafe,4.1,38,2,27.7335,85.3042
Coffee Saalaa (Nayabazar),4.5,64,2,27.7218,85.3052
Smart Food & Snacks Cafe (Balaju),4.0,24,2,27.7318,85.3005
Balaju Industrial Area Canteen,4.2,310,1,27.7352,85.3018
Newa Coffee House (Sorhakhutte),4.1,28,2,27.7168,85.3075
Chiya Sathi (Balaju),4.6,95,1,27.7305,85.3022
Nayabazar Junction Cafe,4.2,42,2,27.7225,85.3065
Daily Grind Balaju,4.3,18,2,27.7315,85.3012
B.B. Bakery and Coffee,4.1,56,2,27.7328,85.3001
Sorhakhutte Morning Tea Stall,4.7,120,1,27.7175,85.3092
Alpine Coffee & Bakery (Machhapokhari),4.2,33,2,27.7358,85.2978
Mero Chiya Adda (Nayabazar),4.5,74,1,27.7212,85.3045
The Bean Box Balaju,4.4,27,2,27.7325,85.3032
Balaju Garden Cafe,4.1,45,2,27.7310,85.3018
Machhapokhari Tea Corner,4.3,15,1,27.7352,85.2982
Lekhnath Coffee Shop (Sorhakhutte),4.0,22,2,27.7162,85.3078
Heritage Tea House Balaju,4.2,31,2,27.7320,85.3025
Caffeine Adda (Nayabazar),4.3,19,2,27.7215,85.3058
Balaju Square Tea Point,4.4,52,1,27.7325,85.3015
Smart Bake & Cafe (Machhapokhari),4.1,14,2,27.7355,85.2991
Nature's Coffee Sorhakhutte,4.2,28,2,27.7178,85.3085
Matka Chiya (Balaju Bypass),4.7,185,1,27.7345,85.2995
The Grind Nayabazar,4.3,34,2,27.7220,85.3062
