name,rating,review_count,price_level,lat,lng
Sinamangal Noodle House,4.2,33.0,2.0,27.6972,85.3471
Hospital View Cafe,4.0,15.0,2.0,27.7015,85.3468
Airport Transit Lounge,4.1,28.0,3.0,27.6992,85.3561
Sinamangal Tea Garden,4.4,42.0,1.0,27.6982,85.3488
Kmc Fresh Food,4.1,14.0,2.0,27.7018,85.3462
Airport Exit Fast Food,3.8,19.0,1.0,27.6995,85.3555
Sinamangal Local Khaja,4.2,22.0,1.0,27.6978,85.3484
Tilganga Heritage Cafe,4.1,12.0,2.0,27.7052,85.3485
Sinamangal Burger Point,4.0,45.0,2.0,27.6975,85.3478
Airport View Thakali,4.1,31.0,2.0,27.7011,85.3529
Sinamangal Sekuwa Corner,4.3,55.0,2.0,27.6988,85.3495
Hospital Gate Tea Shop,4.5,65.0,1.0,27.6982,85.3475
Sinamangal Evening Hub,4.2,18.0,2.0,27.6985,85.3482
Dudh Sagar Sinamangal,4.0,210.0,2.0,27.6982,85.3475
Syanko Katti Rolls Sinamangal,4.4,480.0,1.0,27.6985,85.3482
Hot Magic Mo: Mo,4.1,120.0,1.0,27.6978,85.3479
D.D.S. Thakali Kitchen Sinamangal,4.2,85.0,2.0,27.6981,85.3474
Kantipur Tandoori Bhojan Griha & Lodge,3.8,110.0,1.0,27.6985,85.3475
Purbeli Shanti Khaja Ghar,4.1,42.0,1.0,27.6984,85.3472
Aafnai Bistro,4.3,34.0,2.0,27.6991,85.3481
Bhimeshwar Khaja Ghar,4.0,28.0,1.0,27.7011,85.3465
Momma'S Kitchen Sinamangal,4.5,56.0,2.0,27.7015,85.3468
Sitan Wala (Local Sweets),4.4,115.0,1.0,27.6988,85.3481
N.P Top Momo & Chowmin Point,4.1,52.0,1.0,27.6995,85.3478
Mustang Thakali Bhancha And Cafe,4.2,140.0,2.0,27.6982,85.3479
Royal Damuna Cafe,4.1,24.0,2.0,27.7018,85.3458
Renuka Thakali Bhanchha & Sekuwa,4.0,38.0,2.0,27.7061,85.3475
Vision Food Centre,3.9,12.0,2.0,27.7052,85.3485
Lumbini Coffee Sop,4.1,22.0,2.0,27.6981,85.3479
New Burger Station Sinamangal,4.0,65.0,2.0,27.6975,85.3478
Bhimsengola Laphing Center,4.5,92.0,1.0,27.6979,85.3476
Lama Momo Fast Food,4.2,130.0,1.0,27.6972,85.3471
Sahara Fast Food Cafe,3.8,42.0,1.0,27.7005,85.3482
Mero Kishan (Healthy Bites),4.4,18.0,1.0,27.7015,85.3465
Twaakka Mitho Sinamangal,4.3,31.0,1.0,27.6985,85.3482
The Sisters Cafe And Fast Food,4.2,19.0,2.0,27.7001,85.3465
Bhimsen Restaurant & Khaja Ghar,4.0,45.0,1.0,27.7032,85.3462
Brother'S Sandwich Sinamangal,4.1,56.0,2.0,27.6989,85.3478
Passion Cafe Tilganga,4.2,33.0,2.0,27.7055,85.3488
Airport Side Sekuwa,4.3,110.0,2.0,27.6984,85.3492
Corner Bakery & Cafe,4.1,28.0,2.0,27.7092,85.3421
Baglung Kalika Fastfood,3.9,45.0,1.0,27.7108,85.3452
M-Cafeteria Kmc,4.0,120.0,1.0,27.6985,85.3478
Himcha Cafe Battisputali,4.4,22.0,2.0,27.7085,85.3412
Orchid Futsal Cafe,4.1,34.0,2.0,27.6995,85.3471
Mahalaxmi Bhojanalaya & Khana Ghar,4.3,55.0,1.0,27.7021,85.3458
Newaaz Cafe Gaushala,4.2,45.0,2.0,27.7115,85.3458
Chandra'S Cafe Sinamangal,4.1,14.0,2.0,27.6982,85.3472
Airport Garden Restaurant,3.9,74.0,2.0,27.698,85.3491
Prudential Hotel Restro,4.2,315.0,3.0,27.7005,85.3485
Airport Himalaya Boutique Restro,4.2,278.0,3.0,27.6992,85.3488
Pashupati Boutique Hotel & Spa Cafe,4.0,716.0,3.0,27.7055,85.3485
Hotel Dipjyoti Restaurant,4.0,57.0,2.0,27.7061,85.3475
Apex Business Hotel Cafe,4.0,303.0,3.0,27.6991,85.3488
Hotel Nilakantha Dining,3.3,66.0,2.0,27.7065,85.3478
Amarawati Boutique Hotel Restro,4.0,155.0,3.0,27.7058,85.3481
Merapeak Medical Cafe,4.1,14.0,2.0,27.6985,85.3479
Somewhere Hotel & Restaurant,3.8,42.0,2.0,27.7011,85.3529
Golden Sky Guest House & Bhojnalaya,3.9,28.0,1.0,27.7065,85.3472
Lumbini Tandoori Sinamangal,4.0,150.0,2.0,27.6965,85.3512
Navajyoti Vision Cafe,4.2,12.0,1.0,27.7052,85.3485
The Bakery Cafe (New Baneshwor),4.1,2800.0,2.0,27.6915,85.3331
Indreni Foodland,4.2,3500.0,3.0,27.6928,85.3375
Jimbu Thakali (New Baneshwor),4.5,950.0,2.0,27.6918,85.3325
Bota Mo:Mo (New Baneshwor),4.2,1200.0,1.0,27.6912,85.3338
Redmud Coffee (New Baneshwor),4.3,650.0,2.0,27.6921,85.3342
Eyeplex Mall Food Court,4.0,1500.0,3.0,27.691,85.3335
The Burger House & Crunchy Fried Chicken,4.1,2100.0,2.0,27.6925,85.335
Soul Cafe (Korean Food),4.4,420.0,2.0,27.6931,85.3328
Drishya Lounge,4.5,550.0,3.0,27.6916,85.3321
Narayan Dai Ko Famous Masangalli Ko Mo:Mo,4.3,1800.0,1.0,27.6908,85.3355
Pepe Pizza Baneshwor,4.2,320.0,2.0,27.6919,85.3345
Kfc Nepal (Eyeplex Mall),3.9,1100.0,3.0,27.6911,85.3336
Burger King (Eyeplex Mall),3.8,850.0,3.0,27.6911,85.3334
Syanko Katti Roll (New Baneshwor),4.3,580.0,1.0,27.6922,85.334
Ageno Sekuwa & Thakali,4.4,120.0,2.0,27.6935,85.3315
Dhaulagiri Specialty Coffee (Buddhanagar),4.7,210.0,2.0,27.6885,85.3362
Sankhamul Newari Khaja Ghar,4.2,185.0,1.0,27.6852,85.3348
G Cafe (Buddhanagar),4.3,95.0,2.0,27.6891,85.3358
The School Of Coffee Beans,4.5,145.0,2.0,27.6942,85.3321
Rustic Kebab Roll,4.4,310.0,1.0,27.6905,85.3339
99 Cafe And Restaurant,4.2,65.0,2.0,27.6865,85.3342
Alcove Restaurant (Sankhamul),4.4,110.0,3.0,27.6845,85.3338
Jungle Biryani (Sankhamul),4.1,245.0,2.0,27.6858,85.3345
Mokchey Restaurant,4.3,56.0,2.0,27.6875,85.3352
Ikigai Caffe,4.6,78.0,2.0,27.6862,85.334
Regale Restro & Lounge,4.2,42.0,3.0,27.6848,85.3335
Aragon Restro And Bar,4.1,88.0,2.0,27.6855,85.3341
Ritz Bistro,4.0,34.0,2.0,27.6851,85.3339
The Litre Cafe (Korean Bbq),4.4,150.0,3.0,27.6868,85.3346
Shandar Mo:Mo (Sankhamul),4.5,850.0,1.0,27.6859,85.3348
Byanjankar Newari Khaja Ghar,4.3,62.0,1.0,27.6865,85.3351
Classic Garden Restro & Bar,4.1,125.0,3.0,27.6842,85.3332
Fatima Cloud Kitchen,4.5,24.0,2.0,27.6861,85.3349
Ginza Restaurant And Bar,4.2,112.0,3.0,27.6869,85.3331
Doko Namlo Restro,4.1,38.0,2.0,27.6872,85.3338
Maharaja Restaurant & Grill,4.3,92.0,3.0,27.6865,85.3335
Red Chilly Cafe & Restaurant,4.0,55.0,2.0,27.6861,85.3342
The Crown Cafe-Restaurant,4.2,45.0,2.0,27.6858,85.3349
The Backyard Cafe,4.3,31.0,2.0,27.6855,85.3345
Dé Alley Café,4.4,19.0,2.0,27.6852,85.3342
Sangam Sophia Restaurant,4.1,14.0,2.0,27.6849,85.3339
Yatra Cafe And Restaurant,4.2,28.0,2.0,27.6842,85.3332
Chiyadani Kathmandu,4.5,115.0,1.0,27.6839,85.3329
Friends Restro,4.1,24.0,2.0,27.6836,85.3326
Mughal Shahi Biryani,4.3,185.0,2.0,27.6935,85.3348
A One Momo & Fast Food,4.0,320.0,1.0,27.6852,85.3348
Dalo Biryani,4.4,95.0,2.0,27.6868,85.3346
Cafe De Patan (Baneshwor Branch),4.2,42.0,2.0,27.6912,85.3325
Shandar Mo:Mo (Mid Baneshwor/Ward 10),4.5,1240.0,1.0,27.6965,85.3412
Ujamaa Coffee Shankhamul,4.6,310.0,2.0,27.6855,85.3341
Amigo Cafe & Lounge,4.2,420.0,2.0,27.6922,85.3355
Mughal Shahi Biryani (Baneshwor),4.3,185.0,2.0,27.6935,85.3348
Dandelion Laphing (Sankhamul),4.5,88.0,1.0,27.6859,85.3345
Chicken Station Sankhamul,4.1,320.0,2.0,27.6862,85.3338
Little Durbar Sekuwa Corner,4.3,95.0,2.0,27.6807,85.3307
Bishram Cafe (Karaoke & Chill),4.4,56.0,2.0,27.6848,85.3335
Wasabi Sushi Restaurant (Baneshwor),4.5,110.0,3.0,27.6919,85.3345
Rnb Cafe (New Baneshwor),4.2,340.0,2.0,27.6925,85.3352
Aaglo Restro,4.0,42.0,2.0,27.6908,85.3339
Chi Chi Grill Sankhamul,4.3,28.0,3.0,27.6845,85.3335
Mithila Chiyalaya,4.4,120.0,1.0,27.6885,85.3362
Engineers Food Lab,4.1,65.0,2.0,27.6931,85.3328
Beijing Duck Restaurant,4.2,215.0,3.0,27.6925,85.3355
Digo Catering Service & Restro,4.0,14.0,2.0,27.6861,85.3349
P Cafe (Buddhanagar),4.2,31.0,2.0,27.6862,85.334
Jigree Bro Cafe And Restro,4.3,55.0,2.0,27.6865,85.3342
Cafe Haven 96,4.1,22.0,2.0,27.6868,85.3346
Sweet Lips Cafe,3.9,45.0,2.0,27.6861,85.3342
Resunga Family Bhojanalaya,4.0,110.0,1.0,27.6859,85.3348
Hira Palace Restaurant,4.1,34.0,2.0,27.6845,85.3332
Almazan Kitchen,4.4,18.0,2.0,27.6842,85.3329
Chilgadi Restaurant,4.2,65.0,2.0,27.6855,85.3345
The Hunger'S Point,4.0,27.0,2.0,27.6836,85.3326
6 To 9 Cafe & Restaurant,4.1,12.0,2.0,27.6832,85.3323
A-One Cafe And Banquet,4.2,185.0,2.0,27.6869,85.3331
Minus Plus Restaurant,4.0,32.0,2.0,27.6865,85.3335
Vikingz Kathmandu,4.3,110.0,3.0,27.6858,85.3349
Aaha Newa Spice,4.4,45.0,1.0,27.6852,85.3342
Dining House & Restaurant,4.1,92.0,2.0,27.6861,85.3349
Reyansh Restaura & Cafe,4.2,24.0,2.0,27.6865,85.3351
Aalu Station Cafe & Restaurant,4.5,130.0,1.0,27.6855,85.3348
Pewa Corn Dog And Bubble Tea,4.3,52.0,2.0,27.6922,85.334
Miteri Marg Khaja Ghar,3.9,18.0,1.0,27.6888,85.3365
Caffeine And Cocktail Restro,4.2,33.0,3.0,27.6891,85.3358
Himalayan Soba Restaurant,4.5,75.0,2.0,27.6869,85.3331
Aamako Bhansa Ghar,4.4,150.0,1.0,27.6875,85.3339
Pizza Spot Sankhamul,4.0,88.0,2.0,27.6865,85.3345
Bake And Beans Kathmandu Coffee,4.3,62.0,2.0,27.6852,85.3342
Ffc - Family Food Cafe,4.1,42.0,1.0,27.6859,85.3348
Alex Toast & Taste,4.4,24.0,2.0,27.6851,85.3339
Byanjan Restaurant,4.1,56.0,2.0,27.6868,85.3346
Maak Ara Biryani,4.3,115.0,2.0,27.6861,85.3349
Hungry Bhansa,4.0,19.0,2.0,27.6858,85.3345
Vertigo Bbq Rooftop,4.5,95.0,3.0,27.6865,85.3345
Shawarma King Sankhamul,4.2,48.0,2.0,27.6852,85.3342
Krystal Food Cafe,4.1,15.0,2.0,27.6858,85.3349
Jana Ekata Khaja Ghar,4.0,11.0,1.0,27.6859,85.3348
D3 Restaurant & Lounge,4.2,85.0,3.0,27.6925,85.3355
Angan New Baneshwor (Sweets & Snacks),4.3,1850.0,2.0,27.6918,85.3341
Pink Putali Restaurant & Bar,4.2,85.0,3.0,27.6925,85.3362
Hunger Hub Restaurant And Bar,4.1,120.0,2.0,27.6931,85.3355
Mero Restaurant (Buddhanagar),4.0,45.0,2.0,27.6872,85.3365
Lost Paradise Cafe,4.4,32.0,2.0,27.6848,85.3342
Suraj Newari Khaja Ghar,4.3,68.0,1.0,27.6859,85.3351
Forever Food Sinamangal/Baneshwor Edge,4.1,24.0,2.0,27.6955,85.3385
Pasa Fast Food,4.0,110.0,1.0,27.6928,85.3352
Naanya'S Kitchen,4.5,56.0,2.0,27.6915,85.3348
Lakshita Fast Food & Chiya Junction,4.2,19.0,1.0,27.6932,85.3358
Rajdhani Food Hub,4.1,88.0,2.0,27.6922,85.334
Meta Mo:Mo And Stick Food,4.4,145.0,1.0,27.6918,85.3335
New Unique Fast Food,3.9,34.0,2.0,27.6925,85.335
Samosa House (Baneshwor),4.5,310.0,1.0,27.6919,85.3332
Ajima Newa Kitchen,4.3,92.0,2.0,27.6938,85.3325
Sudurpaschim Fast Food,4.1,55.0,1.0,27.6912,85.3338
Jaffna Sri Lanka Street Food,4.4,78.0,2.0,27.691,85.3331
Kalinchowk Khaja Ghar,4.0,42.0,1.0,27.6908,85.3355
Wonderland Restaurant,4.2,110.0,3.0,27.6965,85.3412
Biryani Adda (Mid Baneshwor),4.3,215.0,2.0,27.6962,85.3408
The Thakali Food Cafe,4.2,185.0,2.0,27.6925,85.3355
Punchet'S Kitchen And Cafe,4.4,28.0,2.0,27.6931,85.3328
Hot Live Bakery (New Baneshwor),4.3,95.0,2.0,27.6918,85.3345
Lama Momo Fast Food,4.5,320.0,1.0,27.6915,85.3342
Dil Mo:Mo And Khaja Ghar,4.1,52.0,1.0,27.6912,85.3339
Yopo Sekuwa (Ward 10),4.2,120.0,2.0,27.6968,85.3415
Catmandu Foodland Restaurant,4.1,650.0,3.0,27.6928,85.3375
Crossway Restaurant (Mid Baneshwor),4.0,145.0,3.0,27.6965,85.3412
The Gaga Restaurant,4.2,56.0,3.0,27.6915,85.3348
Tha Chhen Restaurant (Baneshwor),4.5,88.0,3.0,27.6918,85.3321
Dalo Restaurant,4.1,42.0,2.0,27.6868,85.3346
Sisha Cafe With Fast Food,3.9,210.0,2.0,27.6915,85.3335
Bajeko Chiya Ghar And Bakery,4.3,185.0,1.0,27.6885,85.3362
C Cube Cafe,4.1,24.0,2.0,27.6865,85.3342
Qfc Quickie Food Court,4.2,310.0,2.0,27.6852,85.3342
Aarambha Restaurant And Bar,4.0,55.0,3.0,27.6848,85.3335
The Feast Restro And Lounge,4.2,45.0,3.0,27.6842,85.3332
Bhattarai Veg Mo:Mo & Parautha Ghar,4.6,92.0,1.0,27.6861,85.3349
Sabina Cafe Buddhanagar,4.1,14.0,2.0,27.6865,85.3351
Smart Panipuri And Chiya Adda,4.5,115.0,1.0,27.6855,85.3348
Your Dietitian Kathmandu (Health Cafe),4.8,24.0,2.0,27.6861,85.3349
Nirmala Restaurant,3.9,12.0,2.0,27.6858,85.3345
Moonlit Morning Cafe,4.4,18.0,2.0,27.6865,85.3345
It Tea / Bit Tea,4.3,55.0,1.0,27.6918,85.3341
Gazzab Ko Panipuri,4.6,85.0,1.0,27.6912,85.3338
Parpala Bistro & Cafe,4.4,42.0,2.0,27.6925,85.3355
Green Cafe New Baneshwor,4.1,28.0,2.0,27.6931,85.3355
Bhetghat Restaurant,4.0,110.0,2.0,27.6869,85.3331
Kanchhi Didi Ko Chiya Pasal,4.7,150.0,1.0,27.6859,85.3351
The Warehouse,4.2,215.0,3.0,27.6915,85.3335
Himalayan Java Coffee (Baber Mahal Revisited),4.5,850.0,3.0,27.6905,85.3285
The Entrance Cafe (Baber Mahal),4.4,1200.0,3.0,27.6912,85.3292
Coffee Station (Thapathali),4.3,210.0,2.0,27.6935,85.3215
Himalayan Java Bluebird (Thapathali),4.2,450.0,3.0,27.6938,85.3225
Redmud Coffee (Thapathali),4.3,320.0,2.0,27.6942,85.3218
Bodhi Books And Bakes (Tangal/Ward 11 Edge),4.6,580.0,2.0,27.7125,85.3312
Palpasa Cafe (Thapathali),4.1,145.0,2.0,27.6948,85.3221
Goethe-Zentrum Cafe (Thapathali),4.4,85.0,2.0,27.6931,85.3228
Rishi Bakery And Coffee Shop,4.0,52.0,2.0,27.6955,85.3212
The British Cafe (Thapathali),4.2,65.0,2.0,27.6935,85.3225
Bold Brew Coffee (Baber Mahal),4.5,28.0,2.0,27.6908,85.3282
Coffee Saalaa (Baber Mahal),4.3,110.0,2.0,27.6915,85.3288
Rock Beans Coffee (Thapathali),4.1,95.0,2.0,27.6942,85.322
Latte Ma Coffee (Tripureshwor),4.2,34.0,2.0,27.6925,85.3155
Sky Durbar Cafe (Tripureshwor),4.0,120.0,2.0,27.6918,85.3162
Happy Roots - Your Local Cafe,4.3,56.0,2.0,27.6945,85.3225
Chamomile Cafe (Tripureshwor),4.2,19.0,2.0,27.6912,85.3158
Black Eyes Cafe (Thapathali),4.1,24.0,2.0,27.6938,85.3218
Best Brew (Baber Mahal),4.4,15.0,2.0,27.691,85.329
Himalayan Coffee Beans (Tripureshwor),4.2,88.0,2.0,27.6922,85.3165
Cafe Corridor (Baber Mahal),4.1,32.0,2.0,27.6905,85.3281
Pbs Cafe (Tripureshwor),4.0,45.0,2.0,27.6915,85.3152
Orange Cafe (Thapathali),3.9,27.0,2.0,27.6935,85.3222
Jalpa Coffee Club (Thapathali),4.5,130.0,2.0,27.6941,85.3215
Creative Cafe (Tripureshwor),4.2,18.0,2.0,27.6918,85.3168
The Mellow Mug (Thapathali),4.4,33.0,2.0,27.6939,85.3219
Recipe Cafe (Tripureshwor),4.1,52.0,2.0,27.6925,85.3158
United Coffee Club (Baber Mahal),4.0,22.0,2.0,27.6912,85.3285
Aroma Coffee & Bakery (Thapathali),4.2,64.0,2.0,27.6935,85.3225
D3 Coffee Bar (Thapathali),4.1,110.0,2.0,27.6942,85.3215
Beans And Beyond (Tripureshwor),4.3,42.0,2.0,27.6928,85.3165
Indreni Coffee Shop (Baber Mahal),4.0,150.0,2.0,27.6915,85.3288
Bold Brew Babar Mahal,4.5,31.0,2.0,27.6908,85.3282
Fulbari Coffee Shop (Thapathali),4.1,55.0,2.0,27.6935,85.3218
Mountainmug Coffee (Tripureshwor),4.2,28.0,2.0,27.6922,85.3155
Lavazza Coffee Shop (Bluebird),4.4,215.0,3.0,27.6938,85.3225
Moktan Coffee Shop (Thapathali),3.9,14.0,2.0,27.6932,85.322
Resunga Coffee Shop (Tripureshwor),4.0,38.0,1.0,27.6915,85.3162
Shrijal Coffee & Bakery,4.2,24.0,2.0,27.6935,85.3218
Cafe Pluto (Thapathali),4.1,52.0,2.0,27.6942,85.3225
A.B.C Cafe (Tripureshwor),4.0,15.0,2.0,27.6918,85.3158
Sister'S Cafe (Thapathali),4.2,31.0,2.0,27.6938,85.3221
Bliss Cafe (Baber Mahal),4.3,19.0,2.0,27.6915,85.3285
Starlight Cafe (Thapathali),4.1,12.0,2.0,27.6935,85.3218
Madan Cafe (Tripureshwor),4.0,22.0,1.0,27.6912,85.3155
17 Beans Cafe (Thapathali),4.4,45.0,2.0,27.6939,85.3219
Coffee Tea & Me (Tripureshwor),4.2,28.0,2.0,27.6925,85.3152
Muds Cafe (Thapathali),4.1,14.0,2.0,27.6935,85.3225
Chiyawala (Tripureshwor Branch),4.5,310.0,1.0,27.6918,85.3165
Sathi Ko Cafe (Thapathali),4.2,55.0,2.0,27.6932,85.3221
Happy Tummy Cafe (Tripureshwor),4.1,34.0,2.0,27.6922,85.3158
Tea N Tea (Baber Mahal),4.3,65.0,2.0,27.691,85.3285
The Brew Room (Thapathali),4.4,18.0,2.0,27.6941,85.3218
Morning Dew Cafe (Tripureshwor),4.2,27.0,2.0,27.6915,85.3162
Elite Coffee Hub (Thapathali),4.1,12.0,2.0,27.6938,85.3225
Bluebird Cafe & Patisserie,4.3,185.0,2.0,27.6938,85.3225
The Daily Grind (Thapathali),4.2,56.0,2.0,27.6935,85.3218
Baber Mahal Coffee House,4.4,88.0,3.0,27.6908,85.3282
Thapathali Baker'S Cafe,4.1,42.0,2.0,27.6932,85.322
Station 11 Coffee,4.3,31.0,2.0,27.6945,85.3215
A-Cafe Teku,4.2,285.0,2.0,27.6935,85.3055
Coffee Station (Teku Branch),4.3,92.0,2.0,27.6941,85.3048
Himalayan Java Coffee (Teku),4.4,150.0,3.0,27.6938,85.3032
Rishi Bakery & Coffee Shop,4.1,56.0,2.0,27.6925,85.3042
The Kwality Fast Food Cafe,4.0,38.0,2.0,27.6918,85.3025
Tejaswi Cafe,4.3,12.0,2.0,27.6932,85.3038
Hamro Cafe (Teku),4.1,24.0,2.0,27.6928,85.3045
Orange Bakery Cafe,4.0,19.0,2.0,27.6945,85.3052
Frens Cafe,4.2,31.0,2.0,27.6939,85.3041
Adhiran Cafe,4.1,14.0,2.0,27.6935,85.3035
Western Chiya Pasal,4.5,88.0,1.0,27.6922,85.3021
Pachali Coffee Hub,4.2,22.0,2.0,27.6895,85.3015
Bhotebahal Tea Center,4.4,45.0,1.0,27.6985,85.3088
Lekhnath Coffee Corner,3.9,12.0,2.0,27.6938,85.3042
Caffeine Adda Teku,4.3,28.0,2.0,27.6932,85.3035
Newa Coffee House (Hyumat),4.2,33.0,1.0,27.7012,85.3022
Smart Food & Snacks Cafe,4.0,15.0,2.0,27.6925,85.3048
Teku Business Park Cafe,4.1,42.0,2.0,27.6948,85.3065
Bakes And Beans Teku,4.3,21.0,2.0,27.6939,85.3045
Chiya Sathi (Teku),4.6,52.0,1.0,27.6935,85.3058
Morning Bell Cafe,4.1,18.0,2.0,27.6928,85.3032
Daily Grind Teku,4.2,27.0,2.0,27.6938,85.3041
Pachali Bhairav Tea Stall,4.7,110.0,1.0,27.6888,85.3012
City Coffee & Bakery,4.0,31.0,2.0,27.6942,85.3055
Hyumat Galli Chiya Pasal,4.4,24.0,1.0,27.7015,85.3025
The Bean Counter Teku,4.3,19.0,2.0,27.6931,85.3039
Shree Coffee Hub,4.1,12.0,2.0,27.6935,85.3048
Niva Bakery & Cafe,4.2,55.0,2.0,27.6982,85.3082
Bhotebahal Corner Coffee,4.0,22.0,2.0,27.6988,85.3091
Brew Master Teku,4.3,14.0,2.0,27.6941,85.3052
Guna Kamdev Marg Tea Point,4.2,31.0,1.0,27.6932,85.3035
Alpine Coffee & Bakery,4.1,28.0,2.0,27.6938,85.3045
Teku Chowk Chiya Junction,4.5,120.0,1.0,27.6945,85.3055
Everest Bakery Teku,4.0,42.0,2.0,27.6928,85.3041
Hyumat Riverside Cafe,3.8,15.0,2.0,27.7022,85.3015
The Coffee Break Bhotebahal,4.2,18.0,2.0,27.6985,85.3085
Milan Marg Coffee Shop,4.1,12.0,2.0,27.6948,85.3061
Pachali Ghat Tea Shop,4.6,65.0,1.0,27.6892,85.3018
Aroma Tea & Coffee Teku,4.3,24.0,2.0,27.6935,85.3052
Creative Coffee House,4.0,11.0,2.0,27.6932,85.3045
Fresh Bake & Cafe Teku,4.2,33.0,2.0,27.6925,85.3038
Mero Cafe (Teku),4.1,19.0,2.0,27.6938,85.3042
Bhotebahal Morning Tea,4.4,27.0,1.0,27.6982,85.3088
Sunrise Coffee Teku,4.0,14.0,2.0,27.6941,85.3055
Chiya Pasal (Near Nepal Oil Corp),4.5,88.0,1.0,27.6935,85.3048
Teku Hospital Cafe,3.7,56.0,1.0,27.6922,85.3045
The Bakery Shop Bhotebahal,4.1,22.0,2.0,27.6985,85.3082
Galli Coffee Teku,4.2,15.0,2.0,27.6932,85.3039
Heritage Tea House Hyumat,4.3,31.0,2.0,27.7018,85.3028
Coffee Time Pachali,4.1,18.0,2.0,27.6895,85.3012
Bhotebahal Junction Bakery,4.0,24.0,2.0,27.6988,85.3095
Tea Break Teku,4.3,12.0,1.0,27.6942,85.3052
Local Chiya Adda Hyumat,4.6,45.0,1.0,27.7012,85.3022
B.B. Coffee & Snacks,4.1,19.0,2.0,27.6938,85.3045
Teku Tara Cafe,4.2,22.0,2.0,27.6935,85.3041
Pachali Morning Coffee,4.4,14.0,2.0,27.6898,85.3015
Bhotebahal Street Cafe,3.9,28.0,1.0,27.6985,85.3081
Teku Bridge Tea Stall,4.5,65.0,1.0,27.6945,85.3062
Nature'S Coffee Teku,4.1,15.0,2.0,27.6932,85.3048
Hyumat Square Tea Point,4.3,18.0,1.0,27.7015,85.3025
The Grind Bhotebahal,4.0,11.0,2.0,27.6982,85.3085
Teku South Cafe,4.2,14.0,2.0,27.6928,85.3035
Bhotebahal Old Tea House,4.7,52.0,1.0,27.6988,85.3092
Pachali Park Cafe,4.1,27.0,2.0,27.6895,85.3018
Teku Central Coffee,4.3,19.0,2.0,27.6938,85.3042
Bhotebahal Gate Bakery,4.2,12.0,2.0,27.6985,85.3088
Riverside Tea Point Teku,4.4,33.0,1.0,27.6941,85.3055
Teku Gate Coffee Shop,4.1,15.0,2.0,27.6935,85.3045
Mero Chiya Pasal Teku,4.5,24.0,1.0,27.6932,85.3038
Hyumat Heritage Tea,4.3,18.0,1.0,27.7018,85.3022
Café Rupa (Kalimati Trade Centre),4.5,215.0,2.0,27.6977,85.2966
Cake Shop Traditional Taj Bakery,4.9,85.0,2.0,27.6913,85.2985
Traditional Bakery Jesan'S Cake Shop,4.9,42.0,2.0,27.687,85.2979
Juju Chiya (Kalimati),4.7,110.0,1.0,27.6985,85.2977
Souvenir'S Gallery Cafe,4.2,65.0,2.0,27.6969,85.291
Taste N Tune Cafe,4.4,34.0,2.0,27.6977,85.2991
Kuleshwor Coffee Hub,4.1,28.0,2.0,27.6925,85.2982
Balkhu Junction Cafe,4.0,52.0,2.0,27.6845,85.2915
Baker'S Den (Kalimati),4.3,120.0,2.0,27.6982,85.2972
Coffee Time Kuleshwor,4.2,19.0,2.0,27.6915,85.2988
Newa Coffee House (Balkhu Edge),4.1,24.0,2.0,27.6835,85.2905
Mero Chiya Adda (Kalimati),4.5,88.0,1.0,27.6975,85.2965
Kuleshwor Heights Cafe,4.0,15.0,2.0,27.6932,85.2995
Sweet & Salt Bakery Balkhu,4.2,33.0,2.0,27.6841,85.2912
Kalimati Morning Tea Stall,4.6,45.0,1.0,27.6988,85.2975
The Bean Bag Cafe,4.3,21.0,2.0,27.6918,85.2979
Kuleshwor Bakery Plaza,4.1,56.0,2.0,27.6922,85.2985
Balkhu Garden Cafe,3.9,27.0,2.0,27.6838,85.2918
Kalimati Chowk Chiya Point,4.4,115.0,1.0,27.6981,85.297
Kuleshwor Coffee Lounge,4.2,12.0,2.0,27.6928,85.2991
Balkhu Tea Corner,4.3,18.0,1.0,27.6845,85.2915
Fresh Bake Kuleshwor,4.1,31.0,2.0,27.6912,85.2982
Daily Grind Kalimati,4.2,22.0,2.0,27.6979,85.2968
Kuleshwor Sathi Cafe,4.3,14.0,2.0,27.6925,85.2988
Balkhu Bridge Tea House,4.5,52.0,1.0,27.6832,85.2908
Mero Bakery (Kalimati),4.0,24.0,2.0,27.6985,85.2975
Kuleshwor Metro Cafe,4.1,19.0,2.0,27.6935,85.2998
Balkhu Riverside Tea,4.2,15.0,1.0,27.6835,85.2912
Chiya Sathi (Kuleshwor),4.6,38.0,1.0,27.6918,85.2975
Kalimati Central Coffee,4.3,28.0,2.0,27.6982,85.2972
Kuleshwor Corner Bakery,4.1,12.0,2.0,27.6922,85.2981
Balkhu Junction Coffee,4.0,11.0,2.0,27.6842,85.2915
Smart Food & Cafe (Kalimati),4.2,33.0,2.0,27.6975,85.2968
Kuleshwor View Cafe,4.1,18.0,2.0,27.6938,85.3001
Balkhu Local Tea Point,4.4,27.0,1.0,27.6839,85.2911
Alpine Coffee & Bakery (Kuleshwor),4.1,14.0,2.0,27.6925,85.2985
Kalimati Trade Cafe,4.2,55.0,2.0,27.6977,85.2966
Kuleshwor Morning Coffee,4.3,12.0,2.0,27.6915,85.2988
Balkhu Crossing Tea Stall,4.5,65.0,1.0,27.6845,85.2918
Tea & Snacks Hub (Kalimati),4.0,22.0,2.0,27.6985,85.2971
